tweet-avatar-link href,tweet-avatar src,tweet-header-name,tweet-header-handle,tweet-time,tweet-time href,tweet-translate-after,tweet-reply-to,tweet-reply-to 2,tweet-reply-to href,tweet-body-text,tweet-date,tweet-interact-reply,tweet-interact-retweet,tweet-interact-favorite,tweet-interact-more-menu-follow,tweet-interact-more-menu-block,tweet-interact-more-menu-mute-user,tweet-self-thread-button,tweet-self-thread-button href,emoji src,Unnamed: 21,tweet-translated,tweet-body-translated,tweet-body-translated-corrected
https://twitter.com/ZahidNazir_MOT,https://pbs.twimg.com/profile_images/1712922626140827648/wXlF0px7_bigger.jpg,ED,@ZahidNazir_MOT,October 28,https://twitter.com/ZahidNazir_MOT/status/1718289893821231430,View translation,Replying to,@E710x,https://twitter.com/E710x,"eh tak salah faham,nk tau ayat goh tu sbb tak pernah tgk movie mat kilau sampai hbs",23:33 - 28 Oct 2023  ・ Twitter for iPhone,0,0,0,Follow @ZahidNazir_MOT,Block @ZahidNazir_MOT,Mute @ZahidNazir_MOT,Show thread,https://twitter.com/E710x/status/1718271451013530097,,,TRUE,"eh, I don’t misunderstand, I don’t know that sentence because I’ve never seen a matte movie until the end","eh, I don’t misunderstand, I don’t know that sentence because I’ve never seen a Mat Kilau movie until the end"
https://twitter.com/purpinkinheart,https://pbs.twimg.com/profile_images/1665336645779070977/w_DeQG5__bigger.jpg,My_blue,@purpinkinheart,October 29,https://twitter.com/purpinkinheart/status/1718452673257820329,,Replying to,@eyemeroll,https://twitter.com/eyemeroll,Sbb 4 them israeli akn bunuh diorang slowly sbb nk buat ethnic cleansing. Fight instead waiting to die. Nk tgu level army sma mmg xnknla..we watch ‘mat kilau’ the movie and yet we still question ppl who fought against occupation.,10:20 - 29 Oct 2023  ・ Twitter for iPhone,0,0,0,Follow @purpinkinheart,Block @purpinkinheart,Mute @purpinkinheart,Show thread,https://twitter.com/eyemeroll/status/1718238099510267977,,,FALSE,Sbb 4 them israeli akn bunuh diorang slowly sbb nk buat ethnic cleansing. Fight instead waiting to die. Nk tgu level army sma mmg xnknla..we watch ‘mat kilau’ the movie and yet we still question ppl who fought against occupation.,Sbb 4 them israeli akn bunuh diorang slowly sbb nk buat ethnic cleansing. Fight instead waiting to die. Nk tgu level army sma mmg xnknla..we watch ‘mat kilau’ the movie and yet we still question ppl who fought against occupation.
https://twitter.com/yewaun92,https://pbs.twimg.com/profile_images/435322413803261952/DI4J4ScB_bigger.jpeg,Quek Yew Aun,@yewaun92,October 27,https://twitter.com/yewaun92/status/1717748189611319554,,,,,"Finally watched Mat Kilau yesterday

No other Malaysian movie could match its theatrical, comedic and historic-inaccuracy value...

Best line:
""Keris yang menyilau, aku dipanggil Mat Kilau""",11:40 - 27 Oct 2023  ・ Twitter Web App,2,1,8,Follow @yewaun92,Block @yewaun92,Mute @yewaun92,,,,,FALSE,"Finally watched Mat Kilau yesterday

No other Malaysian movie could match its theatrical, comedic and historic-inaccuracy value...

Best line:
""Keris yang menyilau, aku dipanggil Mat Kilau""","Finally watched Mat Kilau yesterday

No other Malaysian movie could match its theatrical, comedic and historic-inaccuracy value...

Best line:
""Keris yang menyilau, aku dipanggil Mat Kilau"""
https://twitter.com/HakimAguero10,chrome-extension://jgejdcdoeeabklepnkdbglgccjpdgpmf/images/default_profile_images/default_profile_5_bigger.png,Hakim Aguero 10,@HakimAguero10,October 25,https://twitter.com/HakimAguero10/status/1717077375622783233,View translation,"Replying to  and ,",@intan_yasir,https://twitter.com/intan_yasir,"Sebab tu lah dlm movie mat kilau tentera british captain pernah berkata, kita ni bangsa lemah, bangsa pecah belah we never United. That’s why You weak. Betul apa dia kata aku setuju, kalau kita semua bersatu memang bangsa kita akan kuat. Sedih bangsa kita pecah belah",15:15 - 25 Oct 2023  ・ Twitter for Android,0,0,1,Follow @HakimAguero10,Block @HakimAguero10,Mute @HakimAguero10,Show thread,https://twitter.com/intan_yasir/status/1717065340839149659,,,TRUE,"That’s why in the movie mat kilau, the British captain once said, we are a weak nation, a divided nation, we are never United. That’s why you’re weak. What he said is true, I agree, if we all unite, our nation will be strong. It is sad that our nation is divided","That’s why in the movie mat kilau, the British captain once said, we are a weak nation, a divided nation, we are never United. That’s why you’re weak. What he said is true, I agree, if we all unite, our nation will be strong. It is sad that our nation is divided"
https://twitter.com/WUE12,https://pbs.twimg.com/profile_images/1473697056409726978/f92CGbv8_bigger.jpg,Kent,@WUE12,October 24,https://twitter.com/WUE12/status/1716631656260632875,,Replying to,@fmtoday,https://twitter.com/fmtoday,"always proud of what our nation can achieved. I support local films. To do better we need to compete productively. In this era, the source of movies are limitless. Ola Bola, Mat Kilau to name a few are all local blockbuster. Give it sometimes for local films to grow.",09:44 - 24 Oct 2023  ・ Twitter for iPhone,0,0,2,Follow @WUE12,Block @WUE12,Mute @WUE12,Show thread,https://twitter.com/fmtoday/status/1716443940352930282,,,FALSE,"always proud of what our nation can achieved. I support local films. To do better we need to compete productively. In this era, the source of movies are limitless. Ola Bola, Mat Kilau to name a few are all local blockbuster. Give it sometimes for local films to grow.","always proud of what our nation can achieved. I support local films. To do better we need to compete productively. In this era, the source of movies are limitless. Ola Bola, Mat Kilau to name a few are all local blockbuster. Give it sometimes for local films to grow."
https://twitter.com/Froyo64,https://pbs.twimg.com/profile_images/1718043188768960512/6cy-Y2Fd_bigger.jpg,I am a Variant,@Froyo64,October 20,https://twitter.com/Froyo64/status/1715258410336481532,,Replying to,@RishiSunak,https://twitter.com/RishiSunak,"Hamas is a Hero for Palistinian, see movie ""Mat Kilau"", how he defend Melayu land from british colonial . Did he a terrorist?",14:47 - 20 Oct 2023  ・ Twitter for Android,0,0,0,Follow @Froyo64,Block @Froyo64,Mute @Froyo64,Show thread,https://twitter.com/RishiSunak/status/1715058699377471740,,,FALSE,"Hamas is a Hero for Palistinian, see movie ""Mat Kilau"", how he defend Melayu land from british colonial . Did he a terrorist?","Hamas is a Hero for Palistinian, see movie ""Mat Kilau"", how he defend Melayu land from british colonial . Did he a terrorist?"
https://twitter.com/chahsudah,https://pbs.twimg.com/profile_images/1710594987916947456/Lcmkb5a3_bigger.jpg,aishah aziz,@chahsudah,October 20,https://twitter.com/chahsudah/status/1715227493366636974,View translation,,,,"pasal baca buku utk kenal sejarah ni aku pernah kene tempelak dgn seseorang yg tgk movie Mat Kilau dan percaya bulat-bulat apa yg diaorg tunjuk. 

bila aku suruh baca buku, dia kata aku tak kenal Melayu. aku malas tau nak debate dgn org yg nak pegi toilet pun kene tanya bos.",12:44 - 20 Oct 2023  ・ Twitter Web App,2,0,0,Follow @chahsudah,Block @chahsudah,Mute @chahsudah,,,https://cdn.jsdelivr.net/gh/twitter/twemoji@14.0.2/assets/72x72/1f349.png,,TRUE,"about reading a book to know this history, I once talked to someone who saw the movie Mat Kilau and completely believed what he showed.

when I told him to read a book, he said I don’t know Malay. I’m too lazy to debate with people who want to go to the toilet and ask the boss.","about reading a book to know this history, I once talked to someone who saw the movie Mat Kilau and completely believed what he showed.

when I told him to read a book, he said I don’t know Malay. I’m too lazy to debate with people who want to go to the toilet and ask the boss."
https://twitter.com/nasirrajuli,https://pbs.twimg.com/profile_images/937673048039108610/AbdrJzEw_bigger.jpg,محمد نصير راجولي,@nasirrajuli,October 18,https://twitter.com/nasirrajuli/status/1714471087332003876,View translation,Replying to,@MuhammadEilham,https://twitter.com/MuhammadEilham,Orang yg sama blame orang Melayu kerana controversy movie mat kilau Tu dulu.,10:38 - 18 Oct 2023  ・ Twitter for Android,0,0,0,Follow @nasirrajuli,Block @nasirrajuli,Mute @nasirrajuli,Show thread,https://twitter.com/MuhammadEilham/status/1714178612457611554,,,TRUE,The same person blames the Malays for the controversy movie Mat Kilau Tu dulu.,The same person blames the Malays for the controversy movie Mat Kilau Tu dulu.
https://twitter.com/aliffhardi,https://pbs.twimg.com/profile_images/1642422935196684294/DuLTjVlL_bigger.jpg,Aliff,@aliffhardi,September 27,https://twitter.com/aliffhardi/status/1706972092489756767,View translation,,,,"teringat pula movie mat kilau yang tak best tu, kelam kabut cacamarba stress tengok",18:00 - 27 Sept 2023  ・ Twitter for iPhone,0,0,0,Follow @aliffhardi,Block @aliffhardi,Mute @aliffhardi,Show thread,https://twitter.com/aliffhardi/status/1706968630167306384,,,TRUE,"I also remember that matte movie that wasn’t the best, it was so dark and stressful to watch","I also remember that Mat Kilau movie that wasn’t the best, it was so dark and stressful to watch"
https://twitter.com/bohleupieng,https://pbs.twimg.com/profile_images/1235958770552811520/kcxLHwhc_bigger.jpg,陽月 بوه لوٓڤيىڠ,@bohleupieng,September 23,https://twitter.com/bohleupieng/status/1705585972774338708,,,,,"Just finished watching Mat Kilau. Although situation our predecessors in Malay Archipelago had passed through were much more harder, movies like this need to be massively produced to make us always remember that kafir and Kuffar nations will always be our enemy then and now.",22:12 - 23 Sept 2023  ・ Twitter for Android,0,0,5,Follow @bohleupieng,Block @bohleupieng,Mute @bohleupieng,,,,,FALSE,"Just finished watching Mat Kilau. Although situation our predecessors in Malay Archipelago had passed through were much more harder, movies like this need to be massively produced to make us always remember that kafir and Kuffar nations will always be our enemy then and now.","Just finished watching Mat Kilau. Although situation our predecessors in Malay Archipelago had passed through were much more harder, movies like this need to be massively produced to make us always remember that kafir and Kuffar nations will always be our enemy then and now."
https://twitter.com/Neylsikf,https://pbs.twimg.com/profile_images/1717144781137289216/2nR23T7r_bigger.jpg,Neylsi|| FREE PALESTINE,@Neylsikf,September 19,https://twitter.com/Neylsikf/status/1704047813901029815,,,,,MALAYSIANS remember when we all obsessed over Mat Kilau (the movie)? especially the girls when we thought some of the 6 casts were attractive,16:20 - 19 Sept 2023  ・ Twitter for Android,0,0,1,Follow @Neylsikf,Block @Neylsikf,Mute @Neylsikf,,,https://cdn.jsdelivr.net/gh/twitter/twemoji@14.0.2/assets/72x72/1f1f5-1f1f8.png,,FALSE,MALAYSIANS remember when we all obsessed over Mat Kilau (the movie)? especially the girls when we thought some of the 6 casts were attractive,MALAYSIANS remember when we all obsessed over Mat Kilau (the movie)? especially the girls when we thought some of the 6 casts were attractive
https://twitter.com/Mexaze98,https://pbs.twimg.com/profile_images/1514599605018951694/35Jmots5_bigger.jpg,Mexaze,@Mexaze98,September 18,https://twitter.com/Mexaze98/status/1703704566246814085,View translation,Replying to  and,@ApipAiman,https://twitter.com/ApipAiman,"Aku sikit pun x tgk citer Mat Kilau sebab aku tau sejarah dia takkan sama dgn apa yg aku baca dlm buku, pastu org gunakan movie jadi ideologi. Kadang aku tanya gak geng yg tgk movie ni cam ada certain scene tak ikut sejarah pun...",17:36 - 18 Sept 2023  ・ Twitter for Android,0,0,0,Follow @Mexaze98,Block @Mexaze98,Mute @Mexaze98,Show thread,https://twitter.com/ApipAiman/status/1703414449607225446,,,TRUE,"I don’t even quote Mat Kilau because I know his history is not the same as what I read in the book, so people use the movie as an ideology. Sometimes I ask gangs who watch this movie, are there certain scenes that don’t follow history...","I don’t even quote Mat Kilau because I know his history is not the same as what I read in the book, so people use the movie as an ideology. Sometimes I ask gangs who watch this movie, are there certain scenes that don’t follow history..."
https://twitter.com/helmihaqiem,https://pbs.twimg.com/profile_images/1708827879935782912/hY2R0c6n_bigger.jpg,H E L M Y,@helmihaqiem,September 14,https://twitter.com/helmihaqiem/status/1702345996762759536,View translation,Replying to,@dauspozi,https://twitter.com/dauspozi,Annoying Suara Hun Haqiem = Movie Mat Kilau,23:38 - 14 Sept 2023  ・ Twitter for iPhone,0,0,0,Follow @helmihaqiem,Block @helmihaqiem,Mute @helmihaqiem,Show thread,https://twitter.com/dauspozi/status/1702345305843511377,,,TRUE,Annoying Voice of Hun Haqiem = Movie Mat Kilau,Annoying Voice of Hun Haqiem = Movie Mat Kilau
https://twitter.com/amirulruslan,https://pbs.twimg.com/profile_images/1475676455405117442/b8qscIGU_bigger.png,Amirul Ruslan,@amirulruslan,September 15,https://twitter.com/amirulruslan/status/1702669094590501109,,,,,"Really though. Mat Kilau is a far better movie than this, and Mat Kilau was ahistorical ethnonationalist diarrhea.

Hot take time! My bet for best Malaysian movie of the last few years is, and don’t kill me for this: PASKAL. That was a fucking kinetic film.",21:02 - 15 Sept 2023  ・ Twitter Web App,2,0,3,Follow @amirulruslan,Block @amirulruslan,Mute @amirulruslan,Show thread,https://twitter.com/amirulruslan/status/1702668655585292382,,,FALSE,"Really though. Mat Kilau is a far better movie than this, and Mat Kilau was ahistorical ethnonationalist diarrhea.

Hot take time! My bet for best Malaysian movie of the last few years is, and don’t kill me for this: PASKAL. That was a fucking kinetic film.","Really though. Mat Kilau is a far better movie than this, and Mat Kilau was ahistorical ethnonationalist diarrhea.

Hot take time! My bet for best Malaysian movie of the last few years is, and don’t kill me for this: PASKAL. That was a fucking kinetic film."
https://twitter.com/tanfatinn,https://pbs.twimg.com/profile_images/1690024780119085056/Fijo5Jw8_bigger.jpg,hiitsme,@tanfatinn,September 13,https://twitter.com/tanfatinn/status/1701930649073172899,View translation,Replying to,@peachyjuewa,https://twitter.com/peachyjuewa,Mende babi tengok mat kilau nangis baik tengok upin ipin the movie ja lah,20:07 - 13 Sept 2023  ・ Twitter for iPhone,1,0,0,Follow @tanfatinn,Block @tanfatinn,Mute @tanfatinn,Show thread,https://twitter.com/peachyjuewa/status/1701930219337334789,,,TRUE,"When you look at the pig, it’s good to cry when you watch the movie","When you look at the pig, it’s good to cry when you watch the movie"
https://twitter.com/peachyjuewa,https://pbs.twimg.com/profile_images/1502285523989463040/8clQKIcZ_bigger.jpg,Jwe,@peachyjuewa,September 13,https://twitter.com/peachyjuewa/status/1701930219337334789,View translation,Replying to,@tanfatinn,https://twitter.com/tanfatinn,Ye kot buka movie tu sebab nak nangis tiber dah habis tercari cari sedihnya di mana. Tapi tengok mat kilau nangis hahaha,20:05 - 13 Sept 2023  ・ Twitter for iPhone,2,0,0,Follow @peachyjuewa,Block @peachyjuewa,Mute @peachyjuewa,Show thread,https://twitter.com/tanfatinn/status/1701929811105710589,https://cdn.jsdelivr.net/gh/twitter/twemoji@14.0.2/assets/72x72/2728.png,,TRUE,"Yes, I opened the movie because I wanted to cry, I was already looking for the sad part. But look at the shiny mat and cry hahaha","Yes, I opened the movie because I wanted to cry, I was already looking for the sad part. But look at the Mat Kilau and cry hahaha"
https://twitter.com/taaabi,https://pbs.twimg.com/profile_images/1694700375625060353/W76PtxG9_bigger.jpg,,@taaabi,August 31,https://twitter.com/taaabi/status/1697076424929325145,View translation,,,,ingatkan ada perarakan dari barisan pelakon movie malbatt cuz last year ada mat kilau,10:38 - 31 Aug 2023  ・ Twitter for iPhone,0,0,0,Follow @taaabi,Block @taaabi,Mute @taaabi,,,https://cdn.jsdelivr.net/gh/twitter/twemoji@14.0.2/assets/72x72/25aa.png,,TRUE,remind me there is a parade from the cast of the movie eramalat cuz last year there was a glitter mat,remind me there is a parade from the cast of the movie eramalat cuz last year there was a Mat Kilau
https://twitter.com/princessgg87,https://pbs.twimg.com/profile_images/1071818308461125632/S2VMA2ds_bigger.jpg,J,@princessgg87,August 25,https://twitter.com/princessgg87/status/1695070319810056317,View translation,Replying to,@ebig4ys,https://twitter.com/ebig4ys,Wow dah tengok ke? Laju sis ! Nooo Mat Kilau was the worst Malay movie ever! Sampai sekarang trauma pergi tengok movie tu bazir 20+ sistur . 6.5 okaylah tu lepas 5 . Mcm ramai ckp level2 Paskal?,21:47 - 25 Aug 2023  ・ Twitter for Android,0,0,0,Follow @princessgg87,Block @princessgg87,Mute @princessgg87,Show thread,https://twitter.com/ebig4ys/status/1695024968919322867,,,TRUE,"Wow, have you seen it? Fast sis ! Nooo Mat Kilau was the worst Malay movie ever! Until now, the trauma of going to see the movie is a waste of 20+ sisters . 6.5 is okay after 5 . How many Paskal levels are there?","Wow, have you seen it? Fast sis ! Nooo Mat Kilau was the worst Malay movie ever! Until now, the trauma of going to see the movie is a waste of 20+ sisters . 6.5 is okay after 5 . How many Paskal levels are there?"
https://twitter.com/ainnpsd,https://pbs.twimg.com/profile_images/1723286919214436352/_xYvk4kB_bigger.jpg,Ainn ?,@ainnpsd,August 24,https://twitter.com/ainnpsd/status/1694544812677222904,,Replying to,@HumansNoContext,https://twitter.com/HumansNoContext,"Mat Kilau/Polis Evo 3/Paskal
( All Are Malaysian Movies But OMG The Best )",10:59 - 24 Aug 2023  ・ Twitter Web App,0,0,1,Follow @ainnpsd,Block @ainnpsd,Mute @ainnpsd,Show thread,https://twitter.com/HumansNoContext/status/1694441872368791764,,,FALSE,"Mat Kilau/Polis Evo 3/Paskal
( All Are Malaysian Movies But OMG The Best )","Mat Kilau/Polis Evo 3/Paskal
( All Are Malaysian Movies But OMG The Best )"
https://twitter.com/hoakimjr,https://pbs.twimg.com/profile_images/1609381081345839107/Fjf5gJFi_bigger.jpg,Hoakimjr,@hoakimjr,August 15,https://twitter.com/hoakimjr/status/1691423621791838208,View translation,Replying to,@azdn_twider,https://twitter.com/azdn_twider,Tapi honestly Mat Kilau plot-wise dia tak berapa strong. Movie tu sokongan kuat sebab ada unsur politik je.,20:16 - 15 Aug 2023  ・ Twitter for Android,1,0,0,Follow @hoakimjr,Block @hoakimjr,Mute @hoakimjr,Show thread,https://twitter.com/azdn_twider/status/1691346404659318784,,,TRUE,"But honestly, Mat Kilau is not very strong plot-wise. The movie has strong support because it has a political element.","But honestly, Mat Kilau is not very strong plot-wise. The movie has strong support because it has a political element."
